ind_0,proxy_conf_0,pred_prob_0,ind1,proxy_conf_1,pred_prob_1
"8,1,5,6,4,2,18,45,3,19,43,56",0.631,1,"8,1,5,6,4,2,18,45,1,19,43,56",0.629,1
"6,1,6,6,10,3,37,58,12,41,8,49",0.924,1,"2,1,6,6,10,3,37,58,12,41,8,49",0.926,1
"0,1,5,4,10,2,35,53,2,26,16,49",0.92,1,"0,1,5,4,10,2,41,53,2,26,16,49",0.919,1
"9,0,2,4,9,2,41,50,7,2,40,48",0.602,0,"9,0,2,4,9,2,41,50,5,2,40,48",0.578,0
"5,0,6,1,2,1,5,38,7,38,5,29",0.881,1,"2,0,6,1,2,1,5,38,7,38,5,29",0.804,1
"7,1,1,6,12,4,20,27,9,10,24,50",0.662,1,"3,1,1,6,12,4,20,27,9,10,24,50",0.55,1
"6,1,2,0,4,1,17,48,3,33,7,73",0.903,1,"6,0,2,0,4,1,17,48,3,33,7,73",0.88,1
"0,0,2,1,13,5,11,68,3,35,4,91",0.921,1,"2,0,2,1,13,5,11,68,3,35,4,91",0.906,1
"0,1,6,1,0,2,29,38,12,28,29,30",0.738,1,"0,1,6,1,0,2,29,28,12,28,29,30",0.74,1
"7,1,7,0,13,0,13,17,12,12,32,6",0.778,1,"7,1,7,0,13,5,13,17,12,12,32,6",0.829,1
"9,1,3,3,10,4,4,25,6,25,7,40",0.922,1,"9,1,4,3,10,4,4,25,6,25,7,40",0.921,1
"5,1,2,0,12,0,30,6,10,29,27,81",0.527,1,"4,1,2,0,12,0,30,6,10,29,27,81",0.511,1
"1,0,0,4,0,3,2,36,15,19,7,91",0.92,1,"7,0,0,4,0,3,2,36,15,19,7,91",0.909,1
"1,1,3,1,6,2,16,11,1,23,26,24",0.3,1,"1,1,3,1,6,2,16,11,1,12,26,24",0.271,1
"7,1,5,2,4,1,2,51,9,8,29,2",0.587,0,"7,1,5,2,4,1,2,51,7,8,29,2",0.577,0
"3,0,2,1,0,1,5,52,7,10,23,10",0.697,1,"1,0,2,1,0,1,5,52,7,10,23,10",0.642,0
"8,0,7,0,13,4,2,2,4,5,9,34",0.884,0,"8,0,7,0,6,4,2,2,4,5,9,34",0.885,0
"5,1,7,6,3,5,8,16,3,17,35,72",0.83,1,"5,1,7,6,3,5,8,16,3,17,33,72",0.844,1
"8,1,6,0,4,1,33,51,4,25,39,3",0.638,1,"8,1,6,5,4,1,33,51,4,25,39,3",0.607,1
"3,0,5,1,4,1,1,13,2,5,31,30",0.856,1,"4,0,5,1,4,1,1,13,2,5,31,30",0.862,1
"2,1,1,5,4,4,28,71,14,20,27,1",0.641,0,"2,0,1,5,4,4,28,71,14,20,27,1",0.654,0
"5,1,5,0,12,4,33,25,3,35,9,40",0.767,1,"5,1,5,0,12,4,33,25,3,35,17,40",0.633,1
"3,0,0,2,0,1,36,26,7,16,8,49",0.689,1,"3,0,2,2,0,1,36,26,7,16,8,49",0.681,1
"0,1,2,0,13,2,5,20,11,36,36,96",0.93,1,"0,1,2,0,13,2,5,20,11,36,36,96",0.93,1
"9,1,1,6,3,0,37,34,3,5,36,27",0.622,0,"4,1,1,6,3,0,37,34,3,5,36,27",0.45,0
"0,0,0,3,1,0,6,27,12,41,42,21",0.864,1,"0,0,0,3,1,0,24,27,12,41,42,21",0.783,1
"6,0,6,2,9,1,4,22,14,10,29,43",0.66,1,"6,0,6,2,9,1,4,66,14,10,29,43",0.715,1
"0,0,4,2,13,4,28,21,13,23,24,97",0.859,1,"0,0,4,2,13,4,33,21,13,23,24,97",0.852,1
"9,0,0,2,9,2,26,31,0,27,18,81",0.758,1,"9,0,0,2,9,2,26,31,0,27,26,81",0.654,1
"8,1,4,5,4,2,11,31,5,7,23,67",0.717,1,"8,1,4,5,4,2,11,31,5,7,23,67",0.717,1
"8,1,5,6,4,4,22,60,6,15,15,99",0.83,1,"8,1,5,0,4,4,22,60,6,15,15,99",0.852,1
"2,0,0,2,2,5,41,44,13,37,41,81",0.676,1,"2,0,0,2,2,0,41,44,13,37,41,81",0.41,1
"5,0,3,1,2,5,22,6,6,39,30,93",0.911,1,"5,0,3,1,2,5,22,6,9,39,30,93",0.912,1
"1,1,5,5,7,3,26,39,14,17,21,47",0.731,1,"1,1,5,5,7,3,19,39,14,17,21,47",0.73,1
"1,0,1,2,12,3,7,9,0,21,14,66",0.47,1,"7,0,1,2,12,3,7,9,0,21,14,66",0.769,1
"3,1,1,2,1,5,26,33,3,40,8,97",0.903,1,"3,1,1,2,1,5,3,33,3,40,8,97",0.928,1
"4,1,3,4,10,4,12,34,15,22,16,33",0.801,1,"6,1,3,4,10,4,12,34,15,22,16,33",0.853,1
"0,0,6,2,8,5,6,28,11,26,13,82",0.909,1,"0,0,6,2,8,5,6,28,11,26,13,82",0.909,1
"2,1,4,2,0,0,18,35,7,20,38,15",0.624,1,"2,1,4,2,0,0,18,35,7,20,38,15",0.624,1
"5,1,5,4,3,0,21,73,8,36,36,36",0.601,1,"5,1,5,4,3,0,21,73,8,36,36,36",0.601,1
"9,0,0,3,11,3,40,14,6,39,35,55",0.65,1,"9,0,0,3,11,3,40,14,6,39,7,55",0.775,1
"1,1,4,1,5,0,34,10,14,11,3,2",0.749,0,"1,1,4,4,5,0,34,10,14,11,3,2",0.883,0
"0,0,5,4,4,1,3,1,8,3,3,38",0.84,0,"0,0,5,4,4,1,3,1,8,3,38,38",0.763,0
"5,1,1,1,10,4,32,14,10,8,34,91",0.736,1,"5,1,1,1,10,4,32,14,10,8,34,91",0.736,1
"8,1,1,0,13,0,30,30,0,20,36,28",0.61,1,"8,1,1,0,13,0,30,30,15,20,36,28",0.659,1
"8,1,5,1,2,0,18,35,13,7,3,99",0.854,1,"8,1,5,1,2,0,18,43,13,7,3,99",0.874,1
"4,1,2,6,5,4,28,48,13,9,4,36",0.917,0,"4,1,2,6,5,3,28,48,13,9,4,36",0.918,0
"1,0,1,4,1,2,3,12,9,13,20,86",0.897,1,"1,0,1,4,1,2,3,12,9,13,20,13",0.822,0
"8,0,0,5,9,3,37,26,4,9,19,12",0.878,0,"7,0,0,5,9,3,37,26,4,9,19,12",0.78,0
"4,0,0,3,10,2,36,64,11,1,39,99",0.691,0,"8,0,0,3,10,2,36,64,11,1,39,99",0.625,0
"2,0,5,1,7,0,5,57,14,16,32,50",0.743,1,"2,0,5,1,7,4,5,57,14,16,32,50",0.756,1
"1,1,0,0,9,5,2,69,10,11,17,42",0.777,1,"1,1,0,5,9,5,2,69,10,11,17,42",0.783,0
"1,1,0,1,6,3,31,10,13,2,22,41",0.703,0,"1,1,0,1,6,3,31,10,0,2,22,41",0.463,0
"3,1,5,1,4,2,10,63,8,25,40,46",0.634,1,"3,1,1,1,4,2,10,63,8,25,40,46",0.637,1
"7,1,3,1,6,5,10,19,14,2,23,9",0.743,0,"7,1,3,1,6,5,10,39,14,2,23,9",0.744,0
"1,0,3,4,8,3,13,74,3,2,8,38",0.914,0,"1,0,3,4,10,3,13,74,3,2,8,38",0.913,0
"6,0,5,1,8,5,38,61,14,15,33,71",0.81,1,"6,1,5,1,8,5,38,61,14,15,33,71",0.879,1
"6,0,3,2,0,4,19,34,0,32,43,57",0.692,1,"6,0,3,2,11,4,19,34,0,32,43,57",0.668,1
"4,1,5,4,5,1,40,64,5,20,13,26",0.651,1,"4,1,5,4,5,1,40,64,15,20,13,26",0.881,1
"3,0,0,6,7,0,13,74,12,14,2,85",0.927,1,"3,0,0,6,7,0,22,74,12,14,2,85",0.93,1
"4,0,7,3,7,3,40,59,15,24,26,29",0.861,1,"4,0,7,3,7,3,40,52,15,24,26,29",0.784,1
"1,0,0,6,1,0,41,12,8,25,42,76",0.344,1,"1,0,0,6,1,0,41,12,8,25,42,76",0.344,1
"9,1,4,0,4,2,15,64,14,37,37,41",0.704,1,"9,1,4,0,4,2,15,64,14,37,37,1",0.67,1
"1,0,2,5,11,0,33,30,9,5,24,42",0.48,0,"1,0,2,5,11,0,20,30,9,5,24,42",0.451,0
"5,1,5,0,13,2,31,69,4,1,30,72",0.859,0,"5,1,5,0,13,2,31,66,4,1,30,72",0.854,0
"2,0,4,6,13,1,7,27,7,12,0,94",0.885,1,"2,0,4,6,13,1,7,27,6,12,0,94",0.882,1
"3,0,7,6,9,0,38,69,1,0,38,57",0.617,0,"3,0,7,6,9,0,38,69,1,0,38,41",0.587,0
"5,0,0,0,8,5,10,36,8,6,7,18",0.695,0,"5,0,0,0,8,5,10,36,8,7,7,18",0.698,0
"6,0,1,3,10,2,37,46,1,17,1,85",0.864,1,"6,0,1,3,10,2,37,46,1,17,1,63",0.873,1
"3,0,0,0,4,5,36,71,3,23,40,85",0.753,1,"3,0,0,0,4,5,36,71,8,23,40,85",0.788,1
"3,0,5,4,1,5,36,15,1,8,29,46",0.535,1,"3,0,5,4,1,5,12,15,1,8,29,46",0.68,1
"6,1,1,3,11,4,30,49,1,23,6,82",0.851,1,"6,1,1,3,11,4,30,49,1,23,6,82",0.851,1
"0,1,1,1,8,4,2,47,5,9,3,49",0.875,0,"0,1,1,1,8,4,2,46,5,9,3,49",0.874,0
"8,1,2,1,8,1,1,1,4,17,4,1",0.93,1,"8,1,2,1,8,5,1,1,4,17,4,1",0.926,1
"2,1,7,0,1,4,2,71,14,5,26,24",0.591,0,"2,1,7,0,1,0,2,71,14,5,26,24",0.734,1
"6,1,1,5,3,1,20,39,2,2,42,12",0.594,0,"6,1,1,5,3,1,20,8,2,2,42,12",0.675,0
"1,1,1,2,9,4,32,9,13,38,35,66",0.62,1,"1,1,1,2,9,4,32,9,13,38,35,66",0.62,1
"7,0,7,2,3,0,36,16,3,12,15,15",0.699,1,"7,0,7,2,3,0,36,16,3,12,15,26",0.648,1
"9,0,2,0,5,5,19,60,13,27,26,23",0.791,1,"9,0,2,0,5,5,9,60,13,27,26,23",0.844,1
"5,0,5,3,6,5,20,35,13,25,39,6",0.733,1,"5,0,5,3,6,5,20,44,13,25,39,6",0.737,1
"1,0,5,2,13,5,30,59,1,22,23,51",0.904,1,"1,0,5,2,13,5,30,0,1,22,23,51",0.281,1
"2,1,2,0,3,4,15,45,5,13,36,22",0.703,1,"2,1,0,0,3,4,15,45,5,13,36,22",0.702,1
"8,0,1,3,1,4,29,22,13,36,28,69",0.647,1,"8,0,1,3,1,4,29,22,8,36,28,69",0.65,1
"2,1,0,3,8,5,2,15,14,26,31,72",0.929,1,"2,1,1,3,8,5,2,15,14,26,31,72",0.929,1
"1,1,7,6,9,3,28,60,11,10,13,56",0.923,0,"1,1,0,6,9,3,28,60,11,10,13,56",0.924,0
"5,1,2,5,9,1,31,63,15,7,39,6",0.629,0,"5,1,2,5,9,1,31,63,15,7,39,6",0.629,0
"7,1,5,5,11,0,2,65,11,18,0,61",0.881,1,"7,1,5,5,11,0,2,66,11,18,0,61",0.88,1
"9,1,3,0,1,4,2,27,3,32,34,83",0.931,1,"9,1,3,0,8,4,2,27,3,32,34,83",0.93,1
"7,0,3,3,5,4,33,41,3,4,22,56",0.72,0,"6,0,3,3,5,4,33,41,3,4,22,56",0.713,0
"5,0,2,3,12,1,7,6,5,27,43,80",0.88,1,"5,0,2,3,12,1,7,6,0,27,43,80",0.841,1
"4,0,0,6,12,2,26,73,15,2,6,76",0.92,0,"4,0,0,6,12,2,26,73,8,2,6,76",0.914,0
"8,0,7,3,2,4,23,27,0,6,21,87",0.64,1,"8,0,7,3,2,4,23,27,0,6,11,87",0.691,1
"1,1,2,2,4,5,23,48,4,3,15,7",0.768,0,"1,1,2,2,4,5,23,48,4,3,15,48",0.913,0
"0,0,4,3,0,0,32,46,5,37,1,49",0.912,1,"0,0,4,3,0,0,32,46,5,31,1,49",0.919,1
"6,0,7,1,5,2,23,7,7,9,41,45",0.493,1,"6,0,7,1,5,2,23,7,7,9,41,45",0.493,1
"9,1,4,5,5,5,6,32,9,23,17,25",0.883,1,"9,1,4,5,5,5,6,0,9,23,17,25",0.854,1
"6,1,7,0,3,5,28,64,6,23,17,71",0.876,1,"6,1,7,0,3,5,28,64,6,23,41,71",0.707,1
"9,1,7,6,9,5,16,46,0,4,22,91",0.673,1,"9,1,7,6,8,5,16,46,0,4,22,91",0.67,1
"6,1,1,3,4,5,8,7,10,3,36,79",0.907,1,"6,1,1,3,4,5,8,7,10,13,36,79",0.915,1
"2,1,4,6,8,5,13,27,9,20,3,67",0.797,1,"2,1,4,6,8,5,13,27,9,20,9,67",0.716,1
"6,1,7,0,13,0,31,52,9,6,12,89",0.899,1,"6,1,7,0,13,1,31,52,9,6,12,89",0.901,1
"5,1,7,3,7,5,19,39,0,29,13,18",0.557,1,"5,1,1,3,7,5,19,39,0,29,13,18",0.559,1
"6,0,1,3,11,4,7,53,9,0,18,73",0.767,0,"6,0,1,1,11,4,7,53,9,0,18,73",0.744,0
"7,0,1,6,7,0,36,65,1,10,16,48",0.829,0,"7,0,1,6,7,0,36,65,1,21,16,48",0.853,1
"1,1,2,1,7,5,9,7,3,20,2,27",0.295,1,"1,1,2,1,7,5,9,7,2,20,2,27",0.292,1
"0,1,5,6,6,0,33,38,4,36,31,25",0.369,1,"0,1,5,6,6,0,36,38,4,36,31,25",0.369,1
"6,0,6,0,0,0,40,27,13,35,30,69",0.394,1,"6,0,6,0,0,0,40,27,13,27,30,69",0.445,1
"3,1,2,3,0,5,10,55,12,29,34,91",0.886,1,"3,1,2,3,0,3,10,55,12,29,34,91",0.881,1
"4,0,4,2,8,5,37,25,7,40,17,39",0.636,1,"4,0,4,2,8,5,37,4,7,40,17,39",0.565,1
"5,1,4,6,10,0,4,40,4,40,35,77",0.759,1,"5,1,4,6,4,0,4,40,4,40,35,77",0.768,1
"7,1,4,3,8,1,26,70,4,29,13,7",0.624,1,"7,1,4,3,8,1,26,70,4,19,13,7",0.621,0
"1,0,6,4,13,0,41,30,6,41,20,63",0.518,1,"2,0,6,4,13,0,41,30,6,41,20,63",0.481,1
"9,1,3,0,13,4,21,60,1,10,40,42",0.649,1,"9,1,3,0,13,4,21,60,1,13,40,42",0.65,1
"0,0,5,5,3,5,11,15,0,16,25,87",0.483,1,"0,0,5,5,3,5,11,15,0,21,25,87",0.517,1
"7,0,4,6,1,0,37,39,11,12,39,74",0.586,1,"7,0,4,6,1,0,37,35,11,12,39,74",0.527,1
"2,0,0,1,8,1,0,62,8,36,1,94",0.919,1,"2,0,0,1,8,1,0,62,10,36,1,94",0.92,1
"1,1,2,2,6,4,12,29,14,5,34,74",0.87,1,"1,1,2,2,6,4,12,29,14,5,34,74",0.87,1
"1,1,0,2,6,4,36,31,4,35,13,5",0.561,1,"1,1,0,2,6,4,36,31,4,8,13,5",0.755,0
"4,1,4,4,13,3,11,64,15,35,27,15",0.687,1,"4,1,4,4,13,3,11,64,15,4,27,15",0.604,0
"2,0,1,0,2,5,26,56,10,21,25,85",0.861,1,"2,0,1,0,1,5,26,56,10,21,25,85",0.862,1
"7,0,2,5,3,3,20,45,3,6,18,37",0.62,0,"7,0,2,5,3,3,20,45,3,6,27,37",0.525,0
"5,1,2,3,1,2,7,1,9,17,2,82",0.847,1,"5,1,2,3,1,2,7,1,9,17,2,82",0.847,1
"7,0,3,2,13,0,35,1,14,31,41,39",0.515,1,"7,0,3,2,13,0,35,1,8,31,41,39",0.46,1
"3,0,5,5,2,0,30,14,11,16,13,2",0.716,1,"3,0,5,5,2,0,30,14,10,16,13,2",0.695,1
"3,0,2,4,12,2,0,11,2,3,37,55",0.907,1,"3,0,2,4,12,2,0,11,2,3,37,83",0.914,1
"5,1,3,4,8,1,20,3,1,41,38,19",0.67,1,"5,1,3,4,8,1,20,3,3,41,38,19",0.703,1
"9,0,3,6,11,4,0,2,5,33,38,94",0.923,1,"9,0,3,6,11,4,0,2,14,33,38,94",0.92,1
"3,1,1,6,5,3,23,9,14,17,10,25",0.783,1,"3,1,1,6,5,1,23,9,14,17,10,25",0.791,1
"1,1,0,0,7,2,34,23,10,22,43,96",0.691,1,"1,1,0,0,7,4,34,23,10,22,43,96",0.801,1
"5,1,7,4,1,0,34,63,10,6,9,89",0.926,0,"5,1,7,4,1,0,34,63,10,4,9,89",0.926,0
"8,1,7,1,5,3,12,41,10,6,5,87",0.847,1,"8,1,7,1,5,3,12,41,10,9,5,87",0.861,1
"6,1,3,0,3,1,32,27,7,30,8,40",0.813,1,"6,1,3,0,3,1,32,27,7,30,8,40",0.813,1
"9,1,4,0,1,4,10,11,14,11,27,89",0.91,1,"9,1,4,0,1,4,10,11,14,11,18,89",0.903,1
"9,0,2,1,2,5,41,68,0,5,10,78",0.807,0,"9,0,2,1,0,5,41,68,0,5,10,78",0.808,0
"8,1,0,3,4,4,33,55,9,3,21,16",0.655,0,"9,1,0,3,4,4,33,55,9,3,21,16",0.714,0
"1,1,5,2,8,1,9,12,5,17,43,44",0.614,1,"1,1,5,2,8,1,9,12,5,0,43,44",0.532,0
"6,1,1,5,12,5,21,9,13,10,5,3",0.908,0,"0,1,1,5,12,5,21,9,13,10,5,3",0.88,0
"3,0,4,4,4,3,17,10,3,15,12,82",0.474,1,"3,0,4,4,4,3,17,10,3,15,12,82",0.474,1
"9,1,1,2,12,0,19,38,8,8,10,42",0.88,0,"9,1,1,2,12,0,19,38,8,25,10,42",0.91,1
"3,0,7,4,10,4,26,53,15,12,7,6",0.904,0,"3,0,7,4,10,3,26,53,15,12,7,6",0.893,0
"9,1,3,4,1,3,40,70,3,32,24,50",0.844,1,"9,1,3,4,1,3,40,70,3,32,10,50",0.889,1
"8,1,6,6,0,0,34,73,8,38,26,6",0.638,1,"8,0,6,6,0,0,34,73,8,38,26,6",0.785,1
"3,1,0,4,8,0,26,41,10,11,13,11",0.637,0,"3,1,0,4,8,0,26,41,10,11,0,11",0.916,0
"1,1,2,1,2,5,7,3,9,13,34,31",0.866,1,"1,1,2,1,2,5,7,47,9,13,34,31",0.725,1
"3,0,1,0,1,1,12,6,14,27,24,12",0.798,1,"3,0,1,5,1,1,12,6,14,27,24,12",0.754,1
"8,1,0,0,7,1,22,18,2,38,4,87",0.847,1,"0,1,0,0,7,1,22,18,2,38,4,87",0.838,1
"4,1,3,6,4,0,27,39,4,0,23,67",0.604,0,"2,1,3,6,4,0,27,39,4,0,23,67",0.628,0
"1,1,6,3,8,5,35,28,14,11,13,67",0.896,1,"1,1,6,3,8,5,35,28,8,11,13,67",0.904,1
"5,1,6,0,3,5,41,62,12,17,4,75",0.928,1,"5,1,6,0,3,5,41,62,14,17,4,75",0.929,1
"6,0,0,3,0,1,11,50,1,23,16,42",0.743,1,"6,0,0,3,0,1,11,50,1,23,16,42",0.743,1
"4,1,7,0,7,5,19,61,10,33,30,96",0.886,1,"4,1,7,0,7,5,19,61,8,33,30,96",0.875,1
"6,1,6,1,12,2,18,7,10,7,3,66",0.606,1,"6,1,6,1,8,2,18,7,10,7,3,66",0.611,1
"0,0,5,2,8,3,6,70,6,6,8,6",0.802,0,"0,0,6,2,8,3,6,70,6,6,8,6",0.802,0
"4,1,2,5,1,5,24,33,4,13,19,11",0.539,0,"4,1,2,5,1,5,37,33,4,13,19,11",0.572,0
"8,0,1,5,12,3,35,57,3,13,36,71",0.528,1,"8,0,1,5,12,3,35,57,3,20,36,71",0.547,1
"0,1,7,3,0,0,31,69,3,27,4,52",0.931,1,"0,1,4,3,0,0,31,69,3,27,4,52",0.931,1
"2,1,6,0,1,5,16,29,7,33,27,39",0.707,1,"2,1,6,0,11,5,16,29,7,33,27,39",0.71,1
"4,1,7,0,10,5,23,27,4,35,22,77",0.81,1,"4,0,7,0,10,5,23,27,4,35,22,77",0.764,1
"6,1,6,0,7,4,28,54,11,25,34,28",0.752,1,"6,0,6,0,7,4,28,54,11,25,34,28",0.752,1
"6,0,4,2,13,3,20,57,8,20,16,79",0.857,1,"6,0,4,2,10,3,20,57,8,20,16,79",0.856,1
"1,1,1,4,9,4,26,66,12,20,5,48",0.929,1,"1,1,1,4,9,5,26,66,12,20,5,48",0.929,1
"7,1,3,1,2,1,33,11,3,16,25,94",0.602,1,"7,1,3,1,2,1,33,11,3,16,25,94",0.602,1
"2,0,5,5,5,4,20,35,1,20,38,91",0.311,1,"2,0,5,5,5,4,20,35,1,20,38,91",0.311,1
"2,0,5,0,7,0,3,7,13,37,6,83",0.878,1,"2,0,5,0,7,0,3,19,13,37,6,83",0.906,1
"0,0,6,3,3,3,10,57,15,1,20,74",0.898,0,"0,0,6,3,3,3,10,57,4,1,20,74",0.893,0
"7,0,6,5,5,1,22,35,6,37,9,2",0.92,1,"7,0,6,6,5,1,22,35,6,37,9,2",0.92,1
"4,1,3,0,8,3,7,1,10,9,18,60",0.861,1,"4,1,3,1,8,3,7,1,10,9,18,60",0.844,1
"8,0,0,0,8,2,31,8,11,33,30,39",0.716,1,"8,0,0,0,8,0,31,8,11,33,30,39",0.572,1
"8,1,2,3,11,0,9,22,6,15,22,99",0.873,1,"8,1,2,3,11,0,9,22,8,15,22,99",0.878,1
"1,1,2,3,11,3,22,69,10,3,35,4",0.704,0,"1,1,2,3,11,3,22,69,10,3,35,3",0.696,0
"0,0,2,2,11,0,9,1,13,10,33,25",0.727,0,"0,0,2,2,11,0,9,52,13,10,33,25",0.573,0
"2,0,2,1,0,4,36,59,2,10,37,6",0.765,0,"2,1,2,1,0,4,36,59,2,10,37,6",0.745,0
"7,0,1,1,2,5,40,68,9,41,18,34",0.92,1,"7,0,1,1,2,5,40,68,8,41,18,34",0.919,1
"0,1,1,6,7,5,28,60,10,40,21,70",0.923,1,"0,1,1,6,7,5,28,60,10,22,21,70",0.924,1
"7,1,7,5,1,1,30,27,7,23,14,61",0.735,1,"7,1,7,6,1,1,30,27,7,23,14,61",0.754,1
"7,1,7,2,9,3,20,25,7,34,30,72",0.716,1,"7,0,7,2,9,3,20,25,7,34,30,72",0.669,1
"3,0,6,2,3,1,12,5,7,15,27,68",0.584,1,"3,0,6,2,3,1,12,5,7,15,27,68",0.584,1
"3,0,5,1,9,5,13,57,8,38,6,41",0.91,1,"6,0,5,1,9,5,13,57,8,38,6,41",0.909,1
"2,0,6,3,8,1,33,6,13,8,13,44",0.513,1,"2,0,6,3,8,1,33,46,13,8,13,44",0.909,0
"0,0,5,4,1,4,33,21,2,2,7,46",0.762,0,"0,0,5,4,1,4,32,21,2,2,7,46",0.756,0
"7,0,3,2,1,1,13,52,6,24,20,8",0.647,1,"7,0,3,2,1,1,13,52,6,24,20,8",0.647,1
"3,1,6,0,7,4,26,31,1,20,16,66",0.773,1,"3,1,6,0,7,4,26,31,1,20,16,55",0.758,1
"0,1,4,3,5,2,1,57,2,3,43,14",0.678,0,"0,1,4,3,5,2,1,57,15,3,43,14",0.778,0
"4,1,5,2,12,4,0,23,3,10,27,88",0.925,1,"4,1,5,2,12,4,0,23,14,10,27,88",0.928,1
"3,0,5,3,3,5,30,14,2,26,7,94",0.705,1,"3,0,5,3,3,5,30,14,2,26,7,94",0.705,1
"5,0,7,6,11,2,28,61,14,6,13,13",0.672,0,"5,0,7,6,7,2,28,61,14,6,13,13",0.672,0
"6,0,6,6,13,2,20,5,12,11,15,53",0.656,1,"6,0,6,6,13,2,20,5,12,11,15,72",0.672,1
"8,0,2,6,10,0,18,9,6,19,12,15",0.864,1,"8,0,2,6,10,2,18,9,6,19,12,15",0.871,1
"4,0,1,6,2,3,28,51,8,37,33,15",0.596,1,"4,0,1,6,2,3,28,51,15,37,33,15",0.682,1
"3,1,5,1,12,1,38,4,4,2,22,17",0.457,0,"3,1,5,1,12,1,38,9,4,2,22,17",0.568,0
"8,1,0,3,2,1,16,21,5,15,36,45",0.662,1,"8,1,4,3,2,1,16,21,5,15,36,45",0.66,1
"6,1,5,6,0,4,27,2,8,2,35,80",0.45,1,"6,1,5,6,0,4,27,2,8,9,35,80",0.475,1
"7,0,5,4,1,2,18,66,6,21,29,98",0.828,1,"7,0,5,4,1,2,18,44,6,21,29,98",0.786,1
"8,1,3,3,9,2,41,60,7,10,27,95",0.808,1,"8,1,3,3,6,2,41,60,7,10,27,95",0.807,1
"8,0,6,5,6,3,39,25,9,10,38,85",0.513,1,"8,0,6,5,6,3,39,25,9,35,38,85",0.575,1
"0,1,7,4,1,2,1,28,3,9,4,69",0.915,0,"0,1,7,4,1,2,1,28,3,9,4,69",0.915,0
"8,0,2,2,2,4,1,63,8,37,2,55",0.904,1,"8,0,2,2,2,2,1,63,8,37,2,55",0.888,1
"1,1,4,0,8,5,2,54,13,38,8,69",0.925,1,"1,1,5,0,8,5,2,54,13,38,8,69",0.925,1
"5,0,0,1,2,1,16,42,8,1,11,28",0.691,0,"5,0,0,1,2,1,16,42,8,1,11,49",0.821,0
"4,0,6,3,3,3,19,71,13,19,35,75",0.722,1,"4,0,6,3,3,3,19,71,1,19,35,75",0.684,1
"5,0,5,2,6,0,24,60,5,18,4,82",0.916,1,"5,0,5,2,6,1,24,60,5,18,4,82",0.91,1
"3,1,6,0,4,1,27,37,14,37,35,67",0.648,1,"3,0,6,0,4,1,27,37,14,37,35,67",0.604,1
"1,1,3,0,7,4,30,42,1,41,40,45",0.67,1,"1,1,1,0,7,4,30,42,1,41,40,45",0.671,1
"5,1,7,0,11,1,39,34,8,37,8,72",0.822,1,"5,1,7,0,11,1,39,28,8,37,8,72",0.744,1
"0,0,2,1,4,5,16,68,9,22,23,59",0.899,1,"0,0,2,1,4,5,16,68,15,22,23,59",0.904,1
"3,1,3,0,10,1,11,33,1,27,24,12",0.576,1,"3,1,3,0,0,1,11,33,1,27,24,12",0.582,1
"8,1,4,6,12,0,7,62,5,13,2,5",0.62,0,"8,1,4,6,12,0,7,62,5,26,2,5",0.777,1
"7,1,2,2,6,2,10,20,9,17,30,17",0.76,1,"7,1,2,2,6,2,10,18,9,17,30,17",0.769,1
"9,0,4,0,2,1,24,23,11,11,6,60",0.864,1,"9,0,6,0,2,1,24,23,11,11,6,60",0.863,1
"3,1,7,4,0,1,18,58,11,0,33,2",0.613,0,"3,1,7,4,0,1,18,58,11,0,33,2",0.613,0
"6,0,0,2,12,4,7,25,12,28,7,83",0.913,1,"6,0,0,2,12,4,7,25,12,23,7,83",0.902,1
"2,0,6,3,10,5,20,18,9,36,7,34",0.642,1,"2,0,6,3,10,4,20,18,9,36,7,34",0.596,1
"2,1,3,6,6,4,41,29,3,2,29,62",0.492,0,"2,1,3,6,11,4,41,29,3,2,29,62",0.444,0
"9,0,0,0,9,4,7,42,13,23,25,76",0.872,1,"9,0,0,0,9,4,23,42,13,23,25,76",0.819,1
"3,0,3,0,8,1,27,9,11,33,1,94",0.762,1,"3,0,3,0,8,1,27,9,11,31,1,94",0.767,1
"6,1,7,6,1,2,27,0,15,28,22,21",0.802,1,"6,1,7,6,1,2,27,0,14,28,22,21",0.805,1
"8,0,2,4,10,3,25,21,9,8,28,40",0.614,1,"8,0,2,4,10,3,25,21,9,8,12,40",0.857,0
"8,1,0,1,2,1,19,71,15,13,31,46",0.696,1,"8,1,0,1,2,1,19,71,15,21,31,46",0.705,1
"3,0,7,1,7,3,6,39,0,15,23,19",0.714,1,"3,0,7,4,7,3,6,39,0,15,23,19",0.616,1
"1,0,7,4,5,0,37,45,2,27,9,16",0.774,1,"1,0,7,4,5,0,33,45,2,27,9,16",0.765,1
"4,0,2,4,1,2,22,56,13,5,20,27",0.718,0,"4,0,2,4,1,2,22,53,13,5,20,27",0.739,0
"0,0,6,1,12,2,14,22,2,41,2,39",0.553,1,"0,0,6,1,1,2,14,22,2,41,2,39",0.556,1
"6,0,4,6,4,3,31,28,9,8,38,92",0.556,1,"6,0,4,6,4,3,31,28,9,8,34,92",0.561,1
"3,1,2,5,2,2,24,41,6,41,24,34",0.594,1,"3,1,2,5,2,2,24,41,4,41,24,34",0.592,1
"0,1,1,6,8,4,17,52,5,7,5,30",0.697,0,"0,1,1,6,8,4,17,52,6,7,5,30",0.752,0
