ind_0,proxy_conf_0,pred_prob_0,ind1,proxy_conf_1,pred_prob_1
"0,3,4,1,2,5,14,31,10,25,16,39",0.201,1,"6,3,4,1,2,5,14,31,10,25,16,39",0.688,1
"5,0,5,4,6,1,19,60,1,12,41,30",0.13,1,"5,0,5,4,6,1,19,60,1,38,41,30",0.128,1
"3,1,5,1,8,1,12,39,11,25,2,78",0.19,1,"3,1,5,1,8,1,28,39,11,25,2,78",0.206,1
"1,0,2,6,3,5,15,26,2,0,2,35",0.315,0,"1,0,0,6,3,5,15,26,2,0,2,35",0.315,0
"1,3,0,1,1,4,10,73,1,18,30,22",0.066,1,"1,3,0,1,1,4,10,73,13,18,30,22",0.066,1
"2,1,6,4,7,1,18,21,7,20,36,20",0.33,1,"2,3,6,4,7,1,18,21,7,20,36,20",0.3,1
"7,3,1,0,6,0,17,12,12,10,18,3",0.968,1,"7,3,1,0,6,0,17,12,12,10,18,3",0.968,1
"2,0,4,0,9,0,12,73,6,30,33,54",0.349,1,"2,0,4,0,9,0,12,73,6,12,33,54",0.333,1
"4,2,7,5,12,4,38,23,10,41,16,33",0.323,1,"1,2,7,5,12,4,38,23,10,41,16,33",0.251,1
"0,1,2,5,6,0,0,10,4,31,30,60",0.33,1,"0,1,2,5,6,0,0,25,4,31,30,60",0.208,1
"9,4,1,5,12,2,39,66,1,12,24,75",0.098,0,"9,4,1,5,12,2,39,66,1,17,24,75",0.093,1
"4,4,1,5,13,5,41,15,11,28,20,50",0.407,1,"4,4,1,5,13,5,41,15,11,28,20,51",0.399,1
"7,0,4,5,3,1,35,57,14,23,1,28",0.166,1,"7,0,4,5,3,1,35,31,14,23,1,28",0.366,1
"4,1,7,3,11,2,21,7,14,40,15,31",0.403,1,"4,1,7,3,11,1,21,7,14,40,15,31",0.497,1
"1,2,1,1,5,4,7,17,14,21,13,39",0.287,1,"1,2,1,1,5,4,7,42,14,21,13,39",0.135,1
"2,4,4,4,3,5,23,3,4,28,15,29",0.632,1,"2,4,4,4,3,5,23,3,4,32,15,29",0.64,1
"0,1,7,1,9,0,35,6,8,39,25,6",0.964,1,"0,1,7,1,9,0,23,6,8,39,25,6",0.964,1
"9,0,5,6,2,3,39,70,13,27,17,13",0.252,1,"9,0,5,6,2,3,39,70,13,15,17,13",0.338,0
"2,4,7,6,11,4,14,57,3,22,12,54",0.118,1,"2,4,7,6,11,2,14,57,3,22,12,54",0.102,1
"1,3,6,3,13,3,25,51,3,5,0,67",0.096,0,"1,3,6,3,13,3,25,51,15,5,0,67",0.091,0
"5,2,1,1,5,0,35,25,13,2,20,15",0.954,0,"5,2,1,4,5,0,35,25,13,2,20,15",0.494,0
"0,2,6,4,10,1,15,50,6,23,32,35",0.101,1,"0,2,6,4,10,1,15,50,6,32,32,35",0.103,1
"3,1,0,1,7,2,7,63,13,20,43,31",0.033,1,"3,1,0,1,7,2,7,63,13,38,43,31",0.032,1
"3,3,0,4,11,1,20,56,11,14,41,97",0.056,1,"3,3,0,4,11,4,20,56,11,14,41,97",0.089,1
"2,1,1,4,5,5,28,47,5,34,25,71",0.102,1,"2,1,1,4,5,4,28,47,5,34,25,71",0.08,1
"7,4,1,4,0,5,20,34,11,38,3,34",0.644,1,"7,4,1,4,0,5,14,34,11,38,3,34",0.66,1
"3,0,6,6,1,5,28,15,13,15,9,56",0.298,1,"3,0,6,6,1,5,28,15,13,15,9,5",0.714,0
"7,2,2,1,11,4,11,35,13,25,17,80",0.24,1,"7,2,2,1,11,4,11,35,13,40,17,80",0.164,1
"3,3,5,6,5,5,24,11,14,22,29,8",0.727,1,"3,3,5,6,5,4,24,11,14,22,29,8",0.622,1
"3,2,2,3,13,3,10,18,5,26,30,39",0.335,1,"3,2,2,3,13,4,10,18,5,26,30,39",0.391,1
"4,1,5,4,11,3,21,31,11,35,43,70",0.204,1,"1,1,5,4,11,3,21,31,11,35,43,70",0.081,1
"8,3,2,0,6,5,39,48,5,9,37,27",0.409,1,"8,3,2,0,6,5,39,48,5,9,3,27",0.632,0
"6,2,6,3,3,0,5,67,6,39,38,98",0.057,1,"6,2,2,3,3,0,5,67,6,39,38,98",0.056,1
"4,0,1,5,10,1,10,68,3,35,24,52",0.117,1,"4,0,1,5,10,1,17,68,3,35,24,52",0.111,1
"6,3,7,0,8,3,41,35,14,29,25,85",0.029,1,"0,3,7,0,8,3,41,35,14,29,25,85",0.029,1
"7,1,2,2,10,5,37,7,12,31,43,58",0.573,1,"7,1,2,2,10,5,37,7,12,31,43,58",0.573,1
"8,0,5,3,5,4,2,41,1,38,14,19",0.508,1,"8,0,5,3,5,4,38,41,1,38,14,19",0.419,1
"5,4,4,0,1,0,13,48,14,9,43,22",0.464,1,"9,4,4,0,1,0,13,48,14,9,43,22",0.39,1
"2,3,1,5,10,5,41,4,11,41,33,35",0.583,1,"2,2,1,5,10,5,41,4,11,41,33,35",0.575,1
"8,1,1,1,11,2,16,61,0,34,14,59",0.03,1,"8,1,1,1,11,2,16,61,0,34,10,59",0.031,1
"8,0,7,6,4,2,16,35,6,4,34,13",0.699,0,"8,0,1,6,4,2,16,35,6,4,34,13",0.697,0
"1,1,4,6,8,3,33,36,6,27,24,27",0.145,1,"1,1,4,6,8,3,33,73,6,27,24,27",0.085,1
"2,3,4,1,13,0,32,25,5,41,33,93",0.531,1,"2,3,4,1,13,0,32,35,5,41,33,93",0.404,1
"7,3,2,0,10,2,37,28,2,3,19,74",0.029,1,"7,3,2,0,10,2,37,28,2,3,42,74",0.029,1
"2,0,5,0,9,4,10,56,6,38,37,41",0.032,1,"2,0,5,0,9,4,10,56,6,38,3,41",0.067,1
"7,0,1,4,13,4,2,16,3,32,19,90",0.415,1,"7,0,1,4,10,4,2,16,3,32,19,90",0.412,1
"1,1,1,5,2,3,16,30,1,35,27,18",0.312,1,"1,3,1,5,2,3,16,30,1,35,27,18",0.286,1
"2,4,6,5,0,5,9,23,14,27,23,58",0.296,1,"2,4,6,5,0,3,9,23,14,27,23,58",0.16,1
"9,3,3,5,2,3,37,55,13,9,40,80",0.235,1,"0,3,3,5,2,3,37,55,13,9,40,80",0.051,1
"2,0,4,3,5,5,33,16,6,11,12,7",0.583,0,"2,0,4,3,5,5,27,16,6,11,12,7",0.593,0
"7,0,5,5,13,2,35,45,2,0,26,57",0.179,0,"7,0,5,5,13,2,35,63,2,0,26,57",0.143,0
"8,4,1,5,6,0,11,0,12,2,37,18",0.915,0,"5,4,1,5,6,0,11,0,12,2,37,18",0.881,0
"8,3,5,5,4,0,6,68,7,11,15,64",0.162,1,"8,3,5,5,4,0,6,60,7,11,15,64",0.23,1
"9,0,1,5,3,4,23,29,14,10,15,15",0.871,0,"9,0,1,5,3,4,23,29,14,10,8,15",0.875,0
"4,1,1,1,3,0,40,28,6,39,0,56",0.817,1,"4,1,4,1,3,0,40,28,6,39,0,56",0.829,1
"7,3,7,4,1,1,8,56,5,19,25,3",0.27,1,"7,3,7,4,1,1,1,56,5,19,25,3",0.299,1
"1,0,3,0,3,1,0,27,1,13,41,18",0.062,1,"1,0,3,0,3,1,0,27,4,13,41,18",0.09,1
"8,1,6,0,13,4,36,12,13,12,38,85",0.076,1,"8,1,6,5,13,4,36,12,13,12,38,85",0.673,1
"8,3,1,4,13,3,40,19,15,32,42,50",0.472,1,"8,3,1,4,13,3,40,19,12,32,42,50",0.458,1
"1,0,4,1,3,1,13,53,11,0,33,39",0.049,0,"1,3,4,1,3,1,13,53,11,0,33,39",0.041,0
"3,2,5,4,3,3,32,5,2,34,19,51",0.249,1,"6,2,5,4,3,3,32,5,2,34,19,51",0.36,1
"9,2,4,6,13,2,20,60,13,33,11,51",0.147,1,"9,2,4,6,13,2,20,60,8,33,11,51",0.157,1
"1,3,2,4,2,2,24,65,12,29,12,96",0.066,1,"1,4,2,4,2,2,24,65,12,29,12,96",0.063,1
"1,1,2,0,6,1,3,5,12,4,35,77",0.03,1,"1,1,2,0,6,1,3,5,11,4,35,77",0.03,1
"0,0,2,2,2,4,16,7,9,8,39,80",0.24,1,"0,0,2,2,2,4,16,27,9,8,39,80",0.105,1
"4,2,7,4,6,1,18,19,2,7,7,39",0.471,0,"4,2,7,4,6,1,18,19,2,7,7,15",0.709,0
"0,1,3,5,10,0,28,18,6,31,34,60",0.258,1,"0,1,3,5,10,0,28,18,6,31,34,60",0.258,1
"6,2,7,0,3,5,5,56,9,34,13,49",0.172,1,"6,2,7,0,3,5,5,56,9,34,13,17",0.305,1
"1,1,5,1,5,0,40,63,11,32,39,8",0.519,1,"1,1,5,1,5,0,40,1,11,32,39,8",0.946,1
"1,0,3,6,5,2,27,45,8,34,30,40",0.119,1,"1,0,3,6,5,2,27,45,12,34,30,40",0.115,1
"4,1,5,2,0,0,18,38,1,4,26,87",0.086,1,"4,1,5,2,0,0,5,38,1,4,26,87",0.09,1
"6,2,1,5,6,5,24,0,10,3,27,22",0.938,0,"6,2,1,5,6,5,24,0,10,3,27,22",0.938,0
"9,0,6,1,13,3,3,72,14,2,22,73",0.039,1,"9,0,2,1,13,3,3,72,14,2,22,73",0.039,1
"0,4,2,3,10,1,7,35,10,41,35,73",0.088,1,"0,4,2,3,10,1,7,35,10,41,35,73",0.088,1
"0,0,6,0,4,2,5,21,9,28,23,56",0.03,1,"0,0,6,0,4,2,5,21,9,13,23,56",0.029,1
"3,2,2,6,4,0,27,41,1,10,29,67",0.132,1,"3,2,2,6,4,4,27,41,1,10,29,67",0.099,1
"2,1,3,1,4,3,12,48,7,18,43,19",0.06,1,"2,1,3,1,10,3,12,48,7,18,43,19",0.063,1
"1,0,0,0,6,5,13,24,6,30,32,97",0.055,1,"3,0,0,0,6,5,13,24,6,30,32,97",0.078,1
"5,1,6,2,4,1,17,26,8,10,2,71",0.156,1,"5,1,6,2,4,1,17,26,2,10,2,71",0.164,1
"3,0,2,6,13,5,8,5,1,25,27,79",0.33,1,"3,0,2,6,13,5,8,5,15,25,27,79",0.432,1
"5,1,2,4,6,0,0,1,3,16,42,33",0.796,1,"5,1,2,4,6,0,0,1,3,16,33,33",0.818,1
"5,3,7,2,5,0,19,64,14,22,27,80",0.048,1,"5,3,7,2,2,0,19,64,14,22,27,80",0.048,1
"5,2,5,4,4,1,12,10,6,35,29,3",0.715,1,"5,2,5,4,4,1,12,10,2,35,29,3",0.724,1
"7,4,7,4,0,5,15,13,1,40,23,5",0.689,1,"7,4,7,4,0,2,15,13,1,40,23,5",0.621,1
"8,2,0,5,12,2,35,24,10,8,20,32",0.417,0,"8,2,0,4,12,2,35,24,10,8,20,32",0.403,0
"8,2,1,1,0,3,41,60,5,27,3,27",0.079,1,"8,2,4,1,0,3,41,60,5,27,3,27",0.076,1
"6,3,2,2,13,2,15,50,15,11,9,80",0.052,1,"6,3,2,2,13,2,15,50,15,11,9,39",0.081,1
"9,0,5,6,6,4,8,46,3,2,38,35",0.708,0,"9,0,5,6,6,4,8,28,3,2,38,35",0.867,0
"4,4,3,0,0,4,14,14,0,0,37,84",0.309,1,"4,4,3,0,0,0,14,14,0,0,37,84",0.221,1
"9,1,3,2,8,4,28,22,9,12,39,96",0.625,1,"9,1,3,2,8,5,28,22,9,12,39,96",0.7,1
"1,0,6,0,2,0,31,48,11,35,26,39",0.737,1,"1,0,6,0,2,0,31,9,11,35,26,39",0.967,1
"8,3,6,0,9,1,31,71,8,14,12,49",0.03,1,"8,3,6,0,9,1,31,71,12,14,12,49",0.03,1
"5,4,3,4,0,4,37,42,5,23,21,87",0.127,1,"5,4,3,4,0,4,37,42,13,23,21,87",0.141,1
"2,3,2,2,6,3,3,14,14,19,0,18",0.359,1,"2,3,4,2,6,3,3,14,14,19,0,18",0.359,1
"9,4,7,4,0,5,23,51,5,20,20,59",0.473,1,"9,4,7,4,0,5,23,51,5,20,20,88",0.442,1
"8,4,4,2,9,2,26,61,5,2,41,46",0.098,0,"8,1,4,2,9,2,26,61,5,2,41,46",0.085,0
"2,3,3,0,9,4,4,17,5,20,35,20",0.226,1,"2,3,3,0,9,4,4,17,4,20,35,20",0.204,1
"2,2,7,2,1,3,37,16,7,18,30,42",0.149,1,"2,2,7,2,1,3,37,16,7,29,30,42",0.155,1
"5,4,2,5,8,1,5,32,1,38,2,41",0.518,1,"5,4,1,5,8,1,5,32,1,38,2,41",0.518,1
"3,3,0,2,13,4,0,28,10,26,34,22",0.442,1,"3,3,0,2,13,4,0,28,12,26,34,22",0.44,1
"0,4,0,1,4,3,38,70,7,0,33,20",0.042,0,"0,4,0,1,4,3,38,61,7,0,33,20",0.046,0
"4,1,4,2,6,0,8,31,5,3,8,36",0.378,0,"0,1,4,2,6,0,8,31,5,3,8,36",0.244,0
"1,1,2,3,1,1,1,59,15,17,16,3",0.163,1,"1,1,2,3,1,1,1,19,15,17,16,3",0.537,1
"0,3,7,1,5,2,35,32,13,3,20,47",0.041,0,"0,0,7,1,5,2,35,32,13,3,20,47",0.038,0
"3,2,1,5,9,3,9,26,0,15,17,83",0.15,1,"3,0,1,5,9,3,9,26,0,15,17,83",0.14,1
"4,2,6,5,7,2,41,24,5,8,28,99",0.13,1,"4,2,4,5,7,2,41,24,5,8,28,99",0.128,1
"3,3,5,0,0,3,22,18,1,31,19,45",0.029,1,"3,3,5,0,0,3,22,18,10,31,19,45",0.029,1
"3,0,7,3,0,4,23,2,15,27,41,33",0.504,1,"3,0,7,3,0,4,23,2,15,11,41,33",0.488,1
"9,4,2,0,1,5,28,19,4,9,9,99",0.489,1,"9,4,2,5,1,5,28,19,4,9,9,99",0.657,0
"6,3,3,6,6,5,29,34,9,40,16,89",0.306,1,"6,3,3,6,6,5,29,34,3,40,16,89",0.275,1
"8,0,5,0,1,2,25,41,15,33,12,29",0.029,1,"8,0,5,0,1,2,25,41,15,33,12,29",0.029,1
"3,2,1,6,13,0,40,69,4,26,32,55",0.075,1,"3,2,1,6,13,0,40,69,4,16,32,55",0.074,1
"0,2,7,1,7,4,14,45,12,14,16,58",0.087,1,"0,2,7,1,3,4,14,45,12,14,16,58",0.088,1
"5,3,3,0,2,3,15,35,0,30,6,20",0.029,1,"5,3,3,0,2,3,15,35,1,30,6,20",0.029,1
"5,0,0,6,3,2,17,41,14,38,22,98",0.14,1,"5,0,0,6,3,2,17,41,12,38,22,98",0.139,1
"1,2,7,3,11,1,28,39,2,6,40,82",0.068,1,"1,2,7,3,11,1,28,39,2,6,40,82",0.068,1
"5,0,2,6,0,4,38,68,12,10,31,2",0.351,0,"5,0,2,6,9,4,38,68,12,10,31,2",0.367,0
"7,1,0,1,8,2,8,28,10,34,8,66",0.034,1,"7,1,0,1,8,2,8,28,10,1,8,66",0.053,0
"2,4,0,1,3,2,11,71,14,34,34,61",0.03,1,"2,4,0,1,3,2,11,71,14,34,17,61",0.03,1
"2,3,4,3,5,3,8,52,1,19,36,60",0.051,1,"2,3,4,3,5,3,25,52,1,19,36,60",0.048,1
"3,2,6,4,8,0,40,10,0,19,29,71",0.28,1,"3,2,6,4,8,0,40,10,3,19,29,71",0.299,1
"8,1,3,0,10,3,12,60,4,31,36,87",0.029,1,"8,1,3,0,10,3,12,60,4,31,36,93",0.029,1
"8,4,4,1,13,2,30,73,5,22,35,52",0.031,1,"8,4,4,1,13,2,30,73,5,22,35,52",0.031,1
"3,0,1,2,6,0,33,22,1,28,28,93",0.192,1,"3,0,1,2,6,0,33,44,1,28,28,93",0.161,1
"6,0,0,0,4,0,34,60,9,13,42,7",0.599,1,"6,0,0,0,4,0,34,60,9,13,40,7",0.622,1
"2,2,6,0,13,1,25,26,13,16,30,96",0.03,1,"2,2,6,0,13,1,25,26,11,16,30,96",0.03,1
"0,0,2,4,9,0,11,26,14,8,12,70",0.178,1,"0,0,2,4,9,0,11,26,14,8,12,70",0.178,1
"3,1,0,6,12,0,9,68,7,4,4,82",0.108,0,"3,1,0,6,12,0,9,35,7,4,4,82",0.184,0
"9,3,6,3,12,1,5,1,5,21,36,50",0.764,1,"0,3,6,3,12,1,5,1,5,21,36,50",0.382,1
"6,0,0,2,9,2,28,25,0,9,34,67",0.17,1,"6,0,0,2,9,2,5,25,0,9,34,67",0.219,1
"0,0,2,1,4,2,11,7,8,2,14,43",0.115,0,"4,0,2,1,4,2,11,7,8,2,14,43",0.147,1
"9,1,4,0,10,5,21,7,11,30,22,30",0.55,1,"9,1,4,0,10,5,21,7,0,30,22,30",0.252,1
"4,4,5,3,6,5,8,47,0,12,36,48",0.2,1,"4,4,5,3,6,5,8,47,0,12,28,48",0.194,1
"4,0,4,3,9,3,21,47,7,20,25,67",0.087,1,"4,0,4,3,9,3,28,47,7,20,25,67",0.08,1
"7,0,6,0,13,2,26,62,7,8,31,40",0.029,1,"7,0,6,0,13,2,26,62,7,8,31,40",0.029,1
"7,1,6,2,2,1,14,48,9,12,10,77",0.076,1,"7,1,6,2,2,1,14,48,9,12,10,51",0.097,1
"9,4,7,5,0,1,1,12,10,15,22,76",0.657,1,"4,4,7,5,0,1,1,12,10,15,22,76",0.508,1
"1,2,3,2,13,3,17,4,9,8,36,82",0.278,1,"1,2,3,2,13,3,17,4,9,8,36,82",0.278,1
"5,0,3,1,7,2,29,29,9,39,15,59",0.033,1,"7,0,3,1,7,2,29,29,9,39,15,59",0.033,1
"7,0,7,6,5,1,26,29,4,41,3,85",0.246,1,"7,0,7,6,5,1,26,48,4,41,3,85",0.164,1
"8,4,3,0,8,0,39,56,11,9,15,98",0.161,1,"8,1,3,0,8,0,39,56,11,9,15,98",0.345,1
"2,0,1,3,13,1,32,18,5,0,1,10",0.422,0,"2,0,1,3,13,1,32,51,5,0,1,10",0.226,0
"1,1,0,0,4,2,17,46,14,16,10,93",0.029,1,"1,1,4,0,4,2,17,46,14,16,10,93",0.029,1
"3,1,1,2,4,3,35,9,6,30,34,71",0.242,1,"3,4,1,2,4,3,35,9,6,30,34,71",0.277,1
"2,4,1,4,4,1,8,47,15,11,12,32",0.115,1,"2,4,1,4,4,1,8,47,8,11,12,32",0.118,1
"3,0,2,2,13,3,11,62,3,22,28,24",0.066,1,"3,0,2,2,13,3,11,62,3,22,31,24",0.064,1
"2,1,6,6,5,2,7,36,4,36,21,67",0.142,1,"2,1,6,6,5,2,7,36,4,36,33,67",0.123,1
"9,4,6,5,6,1,16,23,2,34,25,84",0.485,1,"9,3,6,5,6,1,16,23,2,34,25,84",0.451,1
"5,1,4,4,3,4,1,14,12,15,9,73",0.489,1,"5,1,4,0,3,4,1,14,12,15,9,73",0.067,1
"4,4,1,0,4,2,37,53,1,36,43,10",0.029,1,"4,4,1,0,4,1,37,53,1,36,43,10",0.031,1
"5,4,4,4,1,0,23,33,9,33,42,4",0.391,1,"5,4,4,4,1,0,14,33,9,33,42,4",0.435,1
"5,4,0,6,11,4,2,60,12,6,31,11",0.334,0,"5,1,0,6,11,4,2,60,12,6,31,11",0.433,0
"4,4,7,5,2,4,20,48,14,4,10,37",0.165,0,"4,4,7,5,2,4,20,48,14,4,10,10",0.244,0
"6,2,1,6,12,1,19,5,0,17,13,12",0.908,1,"6,2,1,6,12,1,19,51,0,17,13,12",0.392,1
"1,4,7,2,1,0,36,66,4,34,42,7",0.088,1,"1,4,6,2,1,0,36,66,4,34,42,7",0.088,1
"1,0,1,4,6,4,2,40,0,0,19,82",0.118,0,"1,0,1,4,6,4,2,40,0,0,10,82",0.13,0
"1,4,2,0,5,5,39,52,3,25,35,81",0.034,1,"1,4,2,0,5,5,39,56,3,25,35,81",0.033,1
"6,0,6,6,2,2,3,20,0,20,35,2",0.815,1,"6,4,6,6,2,2,3,20,0,20,35,2",0.853,1
"0,4,1,5,6,1,30,59,9,10,33,42",0.073,0,"0,4,1,5,6,4,30,59,9,10,33,42",0.062,0
"1,4,4,4,7,2,33,22,5,39,27,35",0.193,1,"1,4,4,4,7,2,33,22,5,39,37,35",0.202,1
"1,4,1,4,10,0,31,50,3,19,10,28",0.125,1,"1,4,1,4,10,4,31,50,3,19,10,28",0.122,1
"5,3,1,4,9,4,2,51,2,9,24,2",0.572,0,"5,3,4,4,9,4,2,51,2,9,24,2",0.571,0
"3,4,1,6,7,5,27,38,7,21,8,25",0.215,1,"3,4,1,6,7,5,27,38,7,21,43,25",0.216,1
"9,1,0,6,6,0,13,47,7,18,14,32",0.694,1,"9,1,0,6,6,0,13,47,14,18,14,32",0.551,1
"7,4,5,3,3,2,1,37,7,1,36,22",0.488,0,"7,4,5,3,3,0,1,37,7,1,36,22",0.537,0
"2,2,3,3,8,3,18,69,9,20,7,13",0.11,1,"2,4,3,3,8,3,18,69,9,20,7,13",0.096,1
"6,1,7,2,3,0,21,22,5,4,1,29",0.835,0,"6,1,7,2,3,3,21,22,5,4,1,29",0.579,0
"2,1,4,6,3,0,12,5,10,14,1,55",0.249,1,"2,1,4,6,3,0,12,5,10,14,1,92",0.127,1
"0,3,6,2,6,5,4,72,15,4,5,68",0.137,0,"0,3,6,2,6,5,4,72,15,4,5,68",0.137,0
"4,0,5,4,5,4,36,20,12,18,9,79",0.237,1,"4,0,5,4,5,4,36,20,12,18,9,54",0.264,1
"2,4,6,4,6,0,7,29,1,22,16,88",0.181,1,"2,4,6,4,6,0,7,29,1,7,16,88",0.172,0
"7,4,7,6,11,3,1,31,3,12,13,13",0.821,0,"7,4,7,6,11,3,1,31,3,12,13,13",0.821,0
"6,4,0,4,13,4,12,40,8,10,28,22",0.439,0,"6,4,0,4,13,4,12,40,8,10,28,22",0.439,0
"0,0,0,6,6,0,11,24,15,14,5,72",0.216,1,"0,0,0,6,6,0,1,24,15,14,5,72",0.233,1
"0,0,5,0,13,2,21,24,5,9,30,73",0.029,1,"0,0,5,4,13,2,21,24,5,9,30,73",0.079,1
"8,3,2,3,6,4,2,53,5,20,30,39",0.399,1,"8,3,2,3,6,4,2,53,5,20,39,39",0.4,1
"9,3,7,4,7,4,26,61,3,25,18,11",0.453,1,"9,3,7,4,6,4,26,61,3,25,18,11",0.451,1
"4,2,4,2,6,0,28,51,5,21,6,73",0.298,1,"0,2,4,2,6,0,28,51,5,21,6,73",0.129,1
"6,3,0,3,2,3,5,65,14,23,20,93",0.064,1,"6,3,0,3,2,3,5,65,14,23,20,93",0.064,1
"9,0,0,3,1,5,36,1,8,0,37,26",0.944,0,"9,0,0,3,1,5,36,1,8,36,37,26",0.688,1
"2,2,4,3,6,5,4,61,0,21,35,15",0.172,1,"2,2,4,3,6,5,4,27,0,21,35,15",0.509,1
"8,0,2,5,7,2,32,1,1,31,1,40",0.32,1,"8,0,2,5,1,2,32,1,1,31,1,40",0.321,1
"3,3,1,5,3,2,5,62,3,15,12,17",0.159,1,"3,3,1,5,3,2,5,62,3,35,12,17",0.145,1
"8,0,3,4,5,3,30,22,11,26,25,67",0.448,1,"8,0,3,4,5,3,30,22,11,26,25,12",0.637,1
"4,1,4,5,9,0,0,31,12,12,17,11",0.539,1,"4,1,4,5,9,0,0,31,12,12,17,76",0.253,1
"7,4,4,3,11,5,34,70,8,3,13,5",0.793,0,"7,4,4,3,11,5,12,70,8,3,13,5",0.856,0
"9,1,2,1,3,1,26,66,14,20,8,63",0.04,1,"9,1,2,1,3,1,26,66,14,20,8,63",0.04,1
"8,4,7,5,13,3,1,29,6,28,5,86",0.223,1,"8,4,3,5,13,3,1,29,6,28,5,86",0.217,1
"3,3,4,3,2,3,7,29,10,36,19,35",0.238,1,"3,3,4,3,2,3,7,41,10,36,19,35",0.158,1
"7,3,2,5,13,3,23,21,15,20,41,87",0.443,1,"7,4,2,5,13,3,23,21,15,20,41,87",0.435,1
"1,2,6,1,7,1,16,54,7,30,2,80",0.048,1,"2,2,6,1,7,1,16,54,7,30,2,80",0.053,1
"5,0,4,0,10,2,16,66,4,5,37,23",0.029,1,"5,3,4,0,10,2,16,66,4,5,37,23",0.029,1
"8,1,3,4,0,4,20,22,12,17,19,61",0.633,1,"8,1,3,4,0,4,20,22,12,40,19,61",0.488,1
"4,0,4,4,13,4,2,35,14,35,15,82",0.302,1,"4,0,4,4,13,1,2,35,14,35,15,82",0.181,1
"4,4,0,6,6,1,34,4,7,2,20,9",0.854,0,"4,4,0,6,6,1,34,44,7,2,20,9",0.265,0
"2,3,1,1,7,0,14,69,13,38,4,46",0.354,1,"2,3,1,1,7,0,14,69,13,38,4,46",0.354,1
"2,0,1,2,4,1,4,69,6,3,26,39",0.067,0,"2,0,1,2,4,1,4,69,15,3,26,39",0.07,1
"8,2,1,5,12,3,27,64,8,4,23,64",0.174,0,"8,1,1,5,12,3,27,64,8,4,23,64",0.2,0
"7,0,5,1,6,0,11,39,14,35,6,11",0.95,1,"7,0,5,1,6,0,11,39,1,35,6,11",0.951,1
"5,2,7,5,12,5,22,30,9,31,41,23",0.534,1,"5,0,7,5,12,5,22,30,9,31,41,23",0.49,1
"6,1,5,5,5,2,15,40,12,32,7,50",0.171,1,"6,1,5,5,5,2,15,40,12,32,28,50",0.161,1
"5,0,6,3,1,4,25,23,13,40,25,69",0.416,1,"5,0,6,1,1,4,25,23,13,40,25,69",0.311,1
"6,3,2,1,5,0,28,47,15,16,30,44",0.568,1,"1,3,2,1,5,0,28,47,15,16,30,44",0.385,1
"1,2,7,3,6,1,2,3,1,36,11,10",0.657,1,"1,2,7,3,6,3,2,3,1,36,11,10",0.693,1
"7,1,4,0,5,3,11,9,9,3,35,68",0.041,1,"7,1,4,0,6,3,11,9,9,3,35,68",0.04,1
"9,3,4,6,12,4,24,21,0,37,3,24",0.684,1,"9,3,4,6,12,3,24,21,0,37,3,24",0.588,1
"1,3,3,1,0,3,40,6,2,39,40,98",0.118,1,"1,3,3,1,8,3,40,6,2,39,40,98",0.117,1
"9,1,4,4,11,4,9,49,12,27,15,20",0.658,1,"9,1,4,4,11,4,15,49,12,27,15,20",0.643,1
"6,2,6,2,5,0,4,10,2,7,13,73",0.567,1,"6,2,6,2,5,0,4,10,2,7,13,73",0.567,1
"8,3,7,2,3,1,38,56,6,40,20,63",0.055,1,"8,3,7,2,3,1,38,56,6,40,20,63",0.055,1
"4,1,1,1,3,0,21,4,11,16,37,67",0.697,1,"4,1,1,1,3,0,21,4,11,16,37,67",0.697,1
"4,4,1,1,8,2,30,0,8,30,10,40",0.073,1,"4,4,1,1,8,2,30,0,8,30,10,40",0.073,1
"0,4,6,5,9,1,6,55,7,10,21,64",0.082,1,"0,3,6,5,9,1,6,55,7,10,21,64",0.085,1
"5,2,2,4,8,2,17,27,5,30,4,73",0.152,1,"5,2,2,4,8,2,17,27,15,30,4,73",0.158,1
"6,3,3,6,6,3,33,65,0,22,7,29",0.157,1,"1,3,3,6,6,3,33,65,0,22,7,29",0.104,1
"6,3,0,4,9,2,38,50,0,0,27,87",0.1,0,"6,3,1,4,9,2,38,50,0,0,27,87",0.1,0
"5,1,6,2,4,0,28,33,5,9,27,34",0.305,1,"5,1,6,0,4,0,28,33,5,9,27,34",0.751,1
"6,4,4,1,12,1,15,39,9,8,29,96",0.031,1,"6,4,4,1,12,1,15,39,9,28,29,96",0.031,1
"2,4,6,4,8,4,36,38,11,27,42,81",0.084,1,"4,4,6,4,8,4,36,38,11,27,42,81",0.158,1
"8,2,0,6,2,2,20,39,1,3,43,51",0.37,0,"8,2,0,6,2,5,20,39,1,3,43,51",0.654,0
"7,2,7,0,3,0,23,28,4,31,24,14",0.94,1,"7,2,7,0,3,0,23,28,4,31,39,14",0.678,1
"9,2,5,3,3,2,13,22,14,32,19,52",0.303,1,"9,2,5,3,3,2,13,22,14,32,19,52",0.303,1
"7,1,6,3,8,2,8,65,2,0,12,44",0.175,0,"7,1,6,3,8,2,8,65,2,0,12,44",0.175,0
"7,0,7,4,11,4,0,57,12,23,8,84",0.282,1,"7,0,7,4,11,4,0,57,12,23,8,84",0.282,1
"0,4,1,0,1,0,11,19,8,14,35,79",0.536,1,"0,4,1,0,1,0,11,19,8,14,29,79",0.801,1
