ind_0,proxy_conf_0,pred_prob_0,ind1,proxy_conf_1,pred_prob_1
"0,1,4,1,10,2,8,41,0,34,15,24",0.559,1,"0,1,4,1,10,2,7,41,0,34,15,24",0.558,1
"1,2,7,0,10,1,15,2,0,32,18,94",0.497,1,"1,2,7,0,10,1,15,2,0,32,18,94",0.497,1
"0,0,1,4,13,1,21,71,1,11,1,98",0.935,1,"0,0,1,4,13,1,21,71,1,8,1,98",0.936,0
"1,0,3,3,13,5,29,62,9,19,39,29",0.673,1,"1,0,3,3,13,5,29,62,9,19,39,29",0.673,1
"1,0,7,2,4,4,10,35,15,23,9,84",0.945,1,"1,0,5,2,4,4,10,35,15,23,9,84",0.945,1
"1,4,1,4,5,5,6,3,13,9,21,48",0.93,1,"1,4,1,4,5,5,33,3,13,9,21,48",0.94,1
"0,3,3,0,5,3,5,56,8,33,36,9",0.6,1,"0,3,3,0,5,3,5,56,8,33,9,9",0.655,1
"1,2,6,4,7,1,3,64,2,5,10,71",0.842,0,"1,2,6,4,7,1,3,64,8,5,10,71",0.823,0
"0,4,6,4,7,1,25,59,6,27,39,10",0.445,1,"0,4,6,4,7,1,14,59,6,27,39,10",0.332,1
"1,3,3,2,0,2,24,11,8,24,29,80",0.86,1,"1,1,3,2,0,2,24,11,8,24,29,80",0.793,1
"1,0,1,6,10,4,35,25,11,7,17,13",0.795,0,"1,2,1,6,10,4,35,25,11,7,17,13",0.793,0
"1,1,5,4,0,5,19,56,13,9,41,28",0.75,1,"1,1,5,4,0,5,19,56,13,9,41,56",0.914,1
"1,1,4,0,4,5,0,15,3,0,26,11",0.647,0,"1,1,2,0,4,5,0,15,3,0,26,11",0.65,0
"1,3,2,2,11,2,37,64,6,27,3,48",0.926,1,"1,3,2,2,11,3,37,64,6,27,3,48",0.939,1
"1,3,3,1,9,3,29,66,4,5,10,8",0.692,0,"1,3,3,1,10,3,29,66,4,5,10,8",0.691,0
"1,2,0,0,6,4,20,10,8,22,27,73",0.847,1,"1,2,4,0,6,4,20,10,8,22,27,73",0.841,1
"0,4,4,4,5,3,34,43,5,4,40,19",0.6,0,"0,4,4,4,5,3,34,43,1,4,40,19",0.562,0
"0,0,4,4,11,3,34,48,10,41,40,12",0.525,1,"0,0,4,4,11,1,34,48,10,41,40,12",0.326,1
"1,2,3,5,7,3,41,37,6,13,39,4",0.513,1,"0,2,3,5,7,3,41,37,6,13,39,4",0.429,1
"1,1,3,6,6,2,34,60,8,34,32,54",0.756,1,"1,1,3,6,6,2,34,60,8,34,32,64",0.779,1
"1,2,7,1,9,3,21,32,0,34,22,11",0.489,1,"1,2,7,1,9,3,21,19,0,34,22,11",0.531,1
"1,2,1,6,1,4,38,61,14,30,38,53",0.923,1,"1,2,1,6,1,4,4,61,14,30,38,53",0.609,1
"1,1,0,1,1,1,25,41,12,14,2,91",0.946,1,"1,1,0,1,1,1,25,41,12,40,2,91",0.948,1
"1,0,3,6,9,4,23,48,12,6,8,22",0.775,0,"1,0,3,6,9,4,23,48,1,6,8,22",0.718,0
"1,2,5,5,0,3,13,8,6,38,21,49",0.864,1,"1,2,5,5,3,3,13,8,6,38,21,49",0.86,1
"1,4,7,2,10,5,31,15,15,38,18,57",0.948,1,"1,4,7,2,10,5,31,15,15,38,18,57",0.948,1
"0,1,2,2,11,1,38,16,0,2,18,62",0.9,0,"0,1,2,2,11,1,38,54,0,2,18,62",0.864,0
"0,1,4,2,2,4,15,31,6,15,32,13",0.615,1,"0,1,4,2,2,4,15,31,6,15,32,80",0.854,1
"1,4,6,1,8,1,28,39,0,23,24,35",0.89,1,"1,4,6,1,8,1,28,39,0,23,0,35",0.945,1
"0,0,4,2,7,3,26,68,12,0,15,92",0.92,0,"0,0,4,2,7,3,26,68,12,32,15,92",0.935,1
"1,3,0,1,4,3,31,47,12,24,37,13",0.691,1,"1,3,0,1,5,3,31,47,12,24,37,13",0.689,1
"0,4,1,5,12,3,29,31,8,23,17,10",0.419,1,"0,4,1,5,12,3,24,31,8,23,17,10",0.373,1
"0,2,3,3,2,2,4,8,7,30,27,71",0.689,1,"0,3,3,3,2,2,4,8,7,30,27,71",0.724,1
"0,1,1,5,7,2,4,0,10,23,40,54",0.566,1,"0,1,1,5,7,1,4,0,10,23,40,54",0.496,1
"0,3,7,1,0,1,9,32,15,11,18,43",0.88,1,"0,3,7,5,0,1,9,32,15,11,18,43",0.391,1
"1,4,1,6,12,2,3,73,14,10,5,6",0.269,0,"1,4,1,6,12,2,3,73,14,10,5,6",0.269,0
"0,4,6,2,9,5,18,47,15,36,6,28",0.929,1,"0,4,6,5,9,5,18,47,15,36,6,28",0.888,1
"1,4,6,0,1,3,2,49,7,16,27,38",0.867,1,"1,4,6,0,1,3,2,49,2,16,27,38",0.864,1
"0,2,3,4,4,3,25,45,15,2,17,60",0.906,0,"0,2,3,4,4,3,25,2,15,2,17,60",0.786,1
"0,2,5,6,0,1,22,71,6,2,19,35",0.365,0,"0,2,7,6,0,1,22,71,6,2,19,35",0.363,0
"1,0,7,3,10,2,2,11,11,20,37,10",0.478,1,"1,0,7,5,10,2,2,11,11,20,37,10",0.313,1
"1,2,1,6,9,1,16,21,5,9,23,83",0.637,1,"1,2,1,6,3,1,16,21,5,9,23,83",0.643,1
"0,1,3,1,6,5,37,66,10,1,13,15",0.723,0,"0,1,3,1,6,5,17,66,10,1,13,15",0.691,0
"1,1,3,2,7,4,16,63,4,18,28,46",0.8,1,"1,1,3,2,7,4,16,63,4,18,28,46",0.8,1
"1,0,1,0,9,3,40,56,12,37,29,92",0.923,1,"1,3,1,0,9,3,40,56,12,37,29,92",0.945,1
"0,4,6,6,8,5,27,16,2,22,23,92",0.573,1,"0,4,6,1,8,5,27,16,2,22,23,92",0.78,1
"1,2,0,2,12,2,33,15,1,3,30,81",0.887,1,"1,2,0,2,12,2,33,15,1,3,30,81",0.887,1
"1,0,7,3,11,5,20,9,3,2,34,35",0.912,0,"1,0,7,3,11,5,20,26,3,2,34,35",0.819,0
"0,3,2,3,7,5,26,56,11,40,16,51",0.927,1,"0,3,2,3,7,5,26,56,11,40,4,51",0.944,1
"1,0,2,4,5,2,27,22,15,34,20,64",0.921,1,"1,0,2,4,5,2,27,22,15,34,20,71",0.916,1
"0,1,7,1,3,3,27,32,9,35,35,70",0.848,1,"0,1,7,1,3,3,27,32,5,35,35,70",0.784,1
"1,1,5,3,6,5,9,40,3,24,36,36",0.732,1,"0,1,5,3,6,5,9,40,3,24,36,36",0.645,1
"0,1,7,0,3,4,24,49,2,28,5,63",0.943,1,"0,1,7,0,3,4,24,49,10,28,5,63",0.947,1
"1,1,0,1,12,5,32,40,1,24,24,8",0.563,1,"1,1,0,1,12,5,32,23,1,24,24,8",0.596,1
"1,3,2,4,9,5,28,30,10,29,40,24",0.864,1,"1,3,2,4,9,5,28,30,10,21,40,24",0.865,1
"1,1,4,3,3,0,1,18,5,15,22,70",0.748,1,"1,1,4,3,3,0,1,18,5,15,22,26",0.337,1
"0,0,0,1,9,0,20,50,5,36,34,93",0.809,1,"0,0,0,1,9,0,20,50,5,36,1,93",0.936,1
"0,4,5,6,10,0,5,65,8,5,41,57",0.347,0,"0,4,5,6,10,0,5,65,11,5,41,57",0.348,1
"1,3,3,1,8,1,23,74,15,23,38,10",0.606,1,"1,3,7,1,8,1,23,74,15,23,38,10",0.602,1
"1,3,3,5,6,2,15,22,15,16,40,32",0.747,1,"1,3,3,5,6,2,15,22,4,16,40,32",0.553,1
"0,4,1,4,5,2,36,53,14,33,31,49",0.871,1,"0,4,1,4,5,2,36,44,14,33,31,49",0.868,1
"1,2,3,4,2,4,26,51,15,22,19,63",0.944,1,"1,2,3,4,2,4,26,51,0,22,19,63",0.928,1
"1,4,5,2,8,2,10,73,4,20,43,36",0.581,1,"1,4,5,2,8,2,10,73,4,6,43,36",0.62,0
"1,3,1,5,0,4,3,38,2,22,34,81",0.823,1,"1,3,1,5,0,4,3,38,2,22,34,72",0.834,1
"0,4,0,6,2,0,1,22,8,41,26,58",0.233,1,"0,4,0,6,2,4,1,22,8,41,26,58",0.608,1
"0,1,3,6,0,3,30,51,0,39,11,53",0.798,1,"0,1,3,6,0,3,30,51,0,16,11,53",0.824,1
"1,4,2,2,3,2,17,64,4,30,3,14",0.725,1,"1,4,2,2,3,2,17,64,4,30,3,14",0.725,1
"1,0,2,2,4,0,13,62,1,34,10,7",0.204,1,"1,0,2,2,4,0,13,62,1,34,35,7",0.299,1
"1,3,2,4,11,1,2,18,6,23,3,26",0.39,1,"1,3,2,4,11,1,2,18,6,8,3,26",0.364,0
"1,0,5,5,9,1,3,19,2,11,8,28",0.212,1,"1,0,5,5,9,1,22,19,2,11,8,28",0.479,1
"0,1,3,3,3,4,24,46,3,24,36,88",0.85,1,"0,1,3,3,3,4,24,46,3,5,36,88",0.893,0
"1,4,2,6,0,3,24,26,6,4,1,73",0.945,0,"1,4,2,6,0,3,24,26,6,4,30,73",0.849,1
"0,0,7,5,7,4,31,41,10,7,35,33",0.694,1,"0,4,7,5,7,4,31,41,10,7,35,33",0.733,0
"0,4,5,2,6,2,22,38,8,37,17,23",0.834,1,"0,4,5,2,6,2,22,38,8,37,17,23",0.834,1
"1,1,4,3,1,4,3,37,7,1,5,86",0.948,0,"1,1,6,3,1,4,3,37,7,1,5,86",0.948,0
"1,4,1,5,4,4,16,8,14,40,20,53",0.933,1,"1,3,1,5,4,4,16,8,14,40,20,53",0.93,1
"0,4,6,4,0,3,25,74,3,7,19,45",0.731,0,"0,4,6,4,0,3,25,74,3,7,19,45",0.731,0
"0,1,0,4,3,0,10,59,2,31,42,86",0.475,1,"0,1,0,4,3,0,10,59,13,31,42,86",0.582,1
"1,2,1,6,5,5,17,59,3,5,30,13",0.616,0,"1,2,1,6,5,5,17,59,10,5,30,13",0.661,0
"1,1,3,1,5,4,13,19,11,41,37,42",0.807,1,"1,1,3,1,5,4,13,19,13,41,37,42",0.821,1
"0,3,1,6,11,2,22,56,1,36,4,39",0.794,1,"0,3,1,6,11,2,22,56,1,36,4,39",0.794,1
"0,1,3,3,11,0,15,45,8,14,14,36",0.43,1,"0,1,3,3,11,0,15,45,10,14,14,36",0.448,1
"0,0,2,4,4,0,8,8,9,19,5,68",0.546,1,"0,0,2,4,4,0,8,68,9,19,5,68",0.603,1
"1,0,6,3,2,0,24,65,2,17,1,63",0.897,1,"1,0,6,3,2,0,24,65,7,17,1,63",0.913,1
"0,0,4,6,1,3,12,47,13,24,22,2",0.131,1,"0,0,4,6,1,3,12,47,12,24,22,2",0.128,1
"0,1,2,1,9,3,21,0,12,6,13,10",0.859,0,"0,1,2,1,9,3,7,0,12,6,13,10",0.79,0
"1,2,0,3,12,0,17,51,0,20,20,62",0.811,1,"1,2,0,3,1,0,17,51,0,20,20,62",0.838,1
"1,1,2,4,10,1,38,22,1,32,19,45",0.725,1,"1,1,2,4,10,1,38,22,1,32,19,56",0.788,1
"1,2,6,0,10,3,4,43,3,26,41,92",0.808,1,"1,2,6,0,10,3,4,43,3,26,26,92",0.909,1
"0,2,1,2,1,0,13,59,7,3,9,47",0.778,0,"1,2,1,2,1,0,13,59,7,3,9,47",0.869,0
"0,1,1,1,3,4,18,19,1,2,37,10",0.579,0,"0,1,1,1,3,1,18,19,1,2,37,10",0.644,0
"1,2,0,5,8,0,2,58,10,26,34,23",0.294,1,"1,2,0,5,8,0,2,58,10,26,7,23",0.221,1
"1,4,6,4,6,5,37,3,13,3,15,97",0.755,0,"1,4,6,4,6,5,37,3,13,3,15,97",0.755,0
"0,1,5,5,3,3,13,1,3,13,31,41",0.738,1,"0,1,5,5,3,3,0,1,3,13,31,41",0.577,1
"1,0,1,5,5,1,29,66,9,26,22,16",0.378,1,"0,0,1,5,5,1,29,66,9,26,22,16",0.228,1
"0,3,5,5,8,0,39,68,12,38,19,94",0.929,1,"0,3,5,5,8,0,39,68,12,25,19,94",0.929,1
"0,4,1,4,0,3,39,44,3,28,2,51",0.936,1,"0,4,1,4,2,3,39,44,3,28,2,51",0.936,1
"0,1,7,1,5,0,38,33,2,35,37,23",0.583,1,"0,1,7,1,5,0,38,33,2,29,37,23",0.592,1
"1,2,5,3,9,3,5,9,6,15,36,17",0.683,1,"1,2,5,1,9,3,5,9,6,15,36,17",0.659,1
"0,2,5,6,0,3,6,14,13,11,36,60",0.539,1,"0,2,0,6,0,3,6,14,13,11,36,60",0.551,1
"1,3,7,0,3,0,29,29,10,25,12,91",0.94,1,"1,3,7,0,3,0,29,56,10,25,12,91",0.946,1
"0,1,2,1,5,5,12,39,15,22,10,10",0.8,1,"0,1,7,1,5,5,12,39,15,22,10,10",0.8,1
"0,2,0,0,5,1,26,3,4,21,40,76",0.791,1,"0,2,0,0,5,1,40,3,4,21,40,76",0.758,1
"1,4,2,2,5,5,1,6,5,35,0,71",0.918,1,"1,4,2,2,5,5,1,6,12,35,0,71",0.927,1
"0,1,2,4,4,0,1,3,12,22,38,70",0.433,1,"0,1,2,4,4,0,1,3,12,22,38,56",0.624,1
"1,1,7,2,4,3,16,57,3,38,42,5",0.409,1,"1,1,7,2,4,3,16,57,3,38,33,5",0.45,1
"0,2,3,1,11,2,14,6,4,33,27,34",0.861,1,"0,2,3,1,11,2,14,9,4,33,27,34",0.838,1
"0,2,1,0,4,4,8,9,6,24,23,3",0.679,1,"0,2,1,0,4,4,26,9,6,24,23,3",0.74,1
"1,2,5,6,8,3,38,12,6,19,29,11",0.67,1,"1,3,5,6,8,3,38,12,6,19,29,11",0.676,1
"0,4,3,4,1,1,15,71,0,5,3,98",0.943,0,"0,4,3,4,1,1,15,71,0,5,3,98",0.943,0
"0,1,7,1,6,1,12,68,13,28,35,15",0.487,1,"0,1,7,1,6,1,12,68,11,28,35,15",0.472,1
"0,1,1,5,7,3,27,43,0,11,0,73",0.948,1,"0,1,1,5,7,3,27,43,0,11,0,73",0.948,1
"0,3,7,3,7,1,35,26,2,29,0,61",0.934,1,"0,3,7,3,7,1,12,26,2,29,0,61",0.922,1
"1,3,4,2,11,5,21,52,3,35,26,12",0.723,1,"1,3,4,2,11,5,21,52,3,35,17,12",0.802,1
"0,2,2,6,6,4,8,73,9,27,22,30",0.381,1,"0,2,2,6,6,4,8,73,9,27,12,30",0.378,1
"1,1,4,2,2,5,12,67,1,4,18,91",0.95,0,"1,1,4,2,2,5,2,67,1,4,18,91",0.949,0
"0,4,5,1,12,0,41,38,8,31,19,46",0.922,1,"0,4,5,1,12,0,41,38,8,31,19,3",0.688,1
"1,3,2,1,10,5,4,27,8,40,25,4",0.657,1,"1,3,2,1,10,5,4,27,8,40,25,36",0.904,1
"0,4,1,5,10,1,33,71,10,15,33,46",0.532,1,"0,4,1,5,10,1,33,71,10,15,33,46",0.532,1
"0,3,0,6,8,3,25,60,14,10,38,19",0.446,1,"0,3,0,6,8,3,26,60,14,10,38,19",0.453,1
"1,3,7,0,0,2,11,32,6,24,28,89",0.922,1,"1,3,7,0,0,3,11,32,6,24,28,89",0.917,1
"1,2,2,3,11,4,22,50,11,6,15,82",0.949,0,"1,2,2,3,11,4,22,12,11,6,15,82",0.875,1
"1,1,4,2,6,3,23,51,4,7,16,7",0.632,0,"1,1,4,2,6,3,23,51,4,7,16,7",0.632,0
"1,4,6,1,4,0,34,27,2,17,8,54",0.946,1,"1,4,3,1,4,0,34,27,2,17,8,54",0.946,1
"0,2,3,3,13,4,33,54,13,9,26,76",0.919,0,"0,2,3,3,13,1,33,54,13,9,26,76",0.873,0
"0,4,3,5,2,4,31,70,15,15,29,55",0.809,1,"1,4,3,5,2,4,31,70,15,15,29,55",0.922,1
"1,0,4,5,2,1,12,53,11,35,27,25",0.368,1,"1,0,4,5,2,1,12,53,11,35,36,25",0.372,1
"0,1,5,0,13,5,24,21,1,5,11,28",0.926,0,"0,1,5,0,13,5,26,21,1,5,11,28",0.926,0
"0,2,3,2,1,5,22,38,9,25,32,59",0.9,1,"0,0,3,2,1,5,22,38,9,25,32,59",0.872,1
"1,0,0,2,11,2,14,19,10,17,28,38",0.846,1,"1,0,0,2,11,2,14,19,10,17,28,9",0.551,1
"0,0,5,0,6,3,35,16,10,20,4,4",0.68,1,"0,0,5,0,6,3,35,13,10,20,4,4",0.679,1
"1,4,4,4,6,5,31,59,7,33,35,51",0.932,1,"1,4,4,4,6,3,31,59,7,33,35,51",0.91,1
"0,1,5,5,1,3,14,27,7,28,14,7",0.187,1,"0,1,5,5,1,3,14,27,7,28,14,7",0.187,1
"1,0,1,5,5,5,17,32,3,26,2,17",0.697,1,"1,0,1,5,5,5,17,32,3,26,2,17",0.697,1
"0,0,2,0,0,1,25,26,15,23,30,97",0.771,1,"1,0,2,0,0,1,25,26,15,23,30,97",0.813,1
"1,1,2,4,8,1,32,45,4,21,16,62",0.889,1,"1,1,2,4,8,2,32,45,4,21,16,62",0.904,1
"0,3,2,0,12,3,25,56,4,35,0,95",0.951,1,"0,3,2,2,12,3,25,56,4,35,0,95",0.95,1
"1,0,3,3,11,4,18,66,13,19,19,88",0.945,1,"1,0,3,3,11,4,18,66,13,19,19,88",0.945,1
"0,0,6,3,2,4,19,50,7,2,5,60",0.939,0,"0,0,6,3,2,2,19,50,7,2,5,60",0.903,0
"0,3,2,3,10,0,17,14,8,25,7,67",0.891,1,"0,3,6,3,10,0,17,14,8,25,7,67",0.885,1
"0,3,2,0,10,5,3,46,5,26,18,80",0.946,1,"0,3,2,0,10,1,3,46,5,26,18,80",0.912,1
"1,2,0,6,3,3,13,18,11,16,39,62",0.783,1,"1,2,0,6,0,3,13,18,11,16,39,62",0.791,1
"0,1,2,5,7,3,2,60,8,24,28,40",0.378,1,"0,1,2,5,7,3,2,60,8,24,28,26",0.354,1
"0,3,2,2,9,5,19,50,10,32,28,90",0.935,1,"0,0,2,2,9,5,19,50,10,32,28,90",0.917,1
"0,0,4,3,13,2,39,8,4,5,30,88",0.437,1,"0,0,4,3,13,2,39,8,4,5,30,88",0.437,1
"1,0,3,1,10,2,26,65,2,23,19,46",0.615,1,"1,1,3,1,10,2,26,65,2,23,19,46",0.713,1
"0,4,0,5,0,0,22,70,7,14,30,41",0.388,1,"0,4,0,5,0,0,25,70,7,14,30,41",0.403,1
"1,3,6,5,4,2,17,33,10,17,29,19",0.501,1,"1,3,6,5,4,1,17,33,10,17,29,19",0.378,1
"1,1,7,3,4,0,0,26,12,24,13,16",0.147,1,"1,1,7,3,5,0,0,26,12,24,13,16",0.146,1
"0,3,1,2,6,1,30,21,3,32,42,62",0.844,1,"0,3,1,2,6,1,30,21,3,20,42,62",0.857,1
"0,2,7,1,12,5,5,64,8,41,8,6",0.653,1,"0,2,7,1,12,5,5,64,8,41,10,6",0.649,1
"1,3,1,1,10,1,40,43,15,12,37,68",0.937,1,"1,3,1,1,9,1,40,43,15,12,37,68",0.938,1
"0,4,6,1,1,3,19,16,10,24,20,69",0.933,1,"0,4,6,1,1,3,19,16,10,14,20,69",0.924,1
"0,4,0,0,1,4,34,58,4,9,5,2",0.746,0,"0,4,0,0,1,4,23,58,4,9,5,2",0.728,0
"0,4,7,1,7,5,4,69,11,21,6,75",0.949,1,"1,4,7,1,7,5,4,69,11,21,6,75",0.95,1
"0,4,0,0,9,0,8,18,9,10,13,8",0.861,1,"0,0,0,0,9,0,8,18,9,10,13,8",0.646,1
"1,3,0,0,13,5,31,66,4,3,6,6",0.774,0,"1,3,0,0,13,5,40,66,4,3,6,6",0.793,0
"0,0,4,6,12,2,13,33,9,23,2,20",0.104,1,"0,0,4,6,12,2,13,33,2,23,2,20",0.158,1
"0,3,0,0,1,3,15,71,3,7,23,36",0.708,0,"0,3,0,0,1,3,15,15,3,7,23,36",0.92,1
"0,2,5,5,1,4,40,27,4,23,40,7",0.544,1,"0,2,5,5,1,4,40,27,4,23,23,7",0.486,1
"0,0,2,5,9,4,15,54,13,30,0,17",0.393,1,"0,0,7,5,9,4,15,54,13,30,0,17",0.389,1
"0,2,3,3,2,1,29,70,2,1,13,10",0.541,0,"0,2,6,3,2,1,29,70,2,1,13,10",0.535,0
"1,2,0,6,9,3,16,25,14,12,21,25",0.703,1,"1,2,0,6,9,5,16,25,14,12,21,25",0.887,1
"1,1,6,3,8,1,4,45,14,39,1,85",0.943,1,"1,1,6,3,8,1,4,6,14,39,1,85",0.59,1
"1,4,0,2,10,1,23,69,9,16,35,9",0.619,1,"1,4,0,2,10,1,23,69,9,16,35,9",0.619,1
"1,2,6,1,11,4,24,52,10,2,42,2",0.611,0,"1,2,6,0,11,4,24,52,10,2,42,2",0.604,0
"0,3,6,0,1,1,24,72,4,14,2,1",0.641,1,"0,3,6,0,1,1,24,8,4,14,2,1",0.84,1
"0,4,7,3,8,1,19,22,7,39,21,88",0.837,1,"0,4,7,3,8,1,19,22,5,39,21,88",0.82,1
"1,1,6,5,11,0,6,68,11,41,11,24",0.259,1,"1,1,6,5,11,0,6,68,11,41,31,24",0.294,1
"0,0,6,4,11,5,28,29,15,30,25,86",0.889,1,"0,0,6,4,11,5,28,29,15,30,25,86",0.889,1
"1,2,5,4,6,4,33,49,9,30,37,58",0.914,1,"1,2,5,4,6,4,33,49,9,38,37,58",0.913,1
"1,2,6,4,12,0,12,20,5,8,5,2",0.115,0,"0,2,6,4,12,0,12,20,5,8,5,2",0.112,0
"0,4,5,0,4,0,16,6,5,0,21,90",0.926,1,"0,4,5,0,4,0,16,6,5,0,21,90",0.926,1
"1,0,3,2,5,0,10,22,2,41,31,30",0.464,1,"1,0,3,2,5,0,10,7,2,41,31,30",0.608,1
"1,4,6,5,8,3,21,33,14,27,18,13",0.769,1,"1,4,6,5,8,3,21,33,14,27,18,13",0.769,1
"1,3,7,4,12,2,16,32,3,19,18,37",0.728,1,"1,3,7,4,7,2,16,32,3,19,18,37",0.738,1
"0,0,4,2,4,0,27,33,14,35,2,33",0.812,1,"0,0,4,2,4,0,27,0,14,35,2,33",0.815,1
"0,4,6,6,11,3,22,3,0,41,43,28",0.548,1,"0,4,6,6,11,3,22,3,0,41,43,9",0.405,1
"1,2,2,4,7,4,25,34,14,0,36,92",0.916,1,"1,2,2,4,4,4,25,34,14,0,36,92",0.919,1
"1,1,5,3,12,1,4,9,12,19,16,14",0.315,1,"1,1,5,3,12,5,4,9,12,19,16,14",0.886,1
"0,2,4,3,1,2,38,36,9,39,10,81",0.935,1,"0,2,4,1,1,2,38,36,9,39,10,81",0.941,1
"1,0,2,4,13,2,17,26,10,3,42,32",0.742,1,"1,0,2,4,13,2,17,26,10,3,42,32",0.742,1
"0,0,0,2,2,2,25,57,7,18,2,70",0.928,1,"0,0,0,2,2,2,25,57,7,18,2,70",0.928,1
"1,3,5,2,2,5,32,24,3,18,2,81",0.943,1,"1,3,5,2,2,5,6,24,3,18,2,81",0.941,1
"1,4,7,1,4,1,7,64,10,19,22,53",0.889,1,"1,4,7,0,4,1,7,64,10,19,22,53",0.902,1
"1,0,2,2,3,0,26,44,3,15,17,20",0.481,1,"1,0,2,2,3,0,26,44,3,15,17,20",0.481,1
"1,2,4,2,4,1,6,64,0,39,16,12",0.401,1,"1,2,4,2,4,1,35,64,0,39,16,12",0.604,1
"1,4,6,2,9,2,16,3,8,1,38,61",0.924,0,"1,4,4,2,9,2,16,3,8,1,38,61",0.925,0
"1,4,1,1,7,0,13,1,14,8,14,77",0.888,1,"1,4,1,1,7,0,13,59,14,8,14,77",0.943,1
"1,0,0,0,5,1,1,68,6,7,16,56",0.708,1,"1,0,0,0,5,1,1,2,6,7,16,56",0.898,1
"1,2,4,5,0,5,21,29,8,26,39,91",0.841,1,"1,2,4,5,0,0,21,29,8,26,39,91",0.654,1
"0,4,5,3,5,0,18,19,12,38,37,75",0.875,1,"0,4,5,3,5,0,18,19,13,38,37,75",0.879,1
"1,0,2,3,6,3,16,23,9,31,24,72",0.911,1,"1,0,2,3,4,3,16,23,9,31,24,72",0.913,1
"0,4,0,6,7,0,8,47,10,31,34,46",0.285,1,"0,4,0,6,7,0,18,47,10,31,34,46",0.358,1
"1,3,5,3,8,5,24,38,14,7,15,20",0.93,0,"1,3,5,3,8,5,24,38,14,7,5,20",0.933,0
"1,4,1,2,10,2,4,20,9,33,17,73",0.936,1,"1,4,1,2,10,2,4,20,9,33,17,92",0.879,1
"1,0,0,2,2,3,28,54,10,7,37,59",0.871,1,"1,0,0,2,5,3,28,54,10,7,37,59",0.865,1
"0,1,7,0,2,2,0,18,11,15,34,83",0.719,1,"0,2,7,0,2,2,0,18,11,15,34,83",0.748,1
"1,4,3,2,9,2,15,28,15,14,24,82",0.937,1,"0,4,3,2,9,2,15,28,15,14,24,82",0.882,1
"0,2,0,3,8,1,7,57,4,18,21,88",0.815,1,"0,2,0,3,8,0,7,57,4,18,21,88",0.774,1
"0,2,0,3,13,5,33,13,7,25,7,57",0.936,1,"0,1,0,3,13,5,33,13,7,25,7,57",0.931,1
"1,0,5,6,6,3,29,51,15,31,31,5",0.528,1,"1,2,5,6,6,3,29,51,15,31,31,5",0.627,1
"1,3,4,3,13,1,28,57,13,36,41,73",0.912,1,"1,3,4,3,13,1,28,14,13,36,41,73",0.906,1
"0,4,2,6,6,5,3,64,15,37,0,97",0.942,1,"0,4,2,6,6,5,3,64,15,25,0,97",0.941,1
"0,1,2,0,6,0,21,63,14,24,3,69",0.936,1,"0,1,2,0,6,0,21,63,14,24,34,69",0.787,1
"1,3,5,2,2,0,28,46,2,10,23,7",0.609,0,"1,3,5,2,2,0,28,46,9,10,23,7",0.671,0
"1,1,6,1,11,4,18,29,12,1,39,16",0.643,0,"1,1,6,1,11,4,18,29,0,1,39,16",0.567,1
"1,4,4,6,6,0,37,28,8,38,15,46",0.808,1,"1,4,4,6,6,0,37,28,8,38,26,46",0.731,1
"0,4,2,6,1,2,40,70,1,10,36,1",0.372,0,"0,4,2,6,1,2,40,49,1,10,36,1",0.321,0
"0,1,0,5,3,4,27,46,14,20,12,35",0.86,1,"0,1,0,5,3,4,27,57,14,20,12,35",0.815,1
"0,0,2,5,10,2,33,18,5,31,27,62",0.679,1,"0,0,2,5,10,2,37,18,5,31,27,62",0.665,1
"0,0,7,1,13,2,39,68,13,23,4,91",0.938,1,"0,3,7,1,13,2,39,68,13,23,4,91",0.945,1
"1,2,2,2,1,0,35,42,2,41,10,6",0.486,1,"1,2,2,2,12,0,35,42,2,41,10,6",0.475,1
"1,3,2,3,10,2,12,65,9,21,20,14",0.562,1,"1,3,2,3,10,2,12,65,9,4,20,14",0.576,0
"1,4,3,0,5,4,22,3,6,3,33,77",0.868,1,"1,4,3,0,5,4,22,3,6,3,26,77",0.879,1
"1,1,6,6,8,2,35,10,10,14,34,5",0.486,1,"1,1,6,6,8,2,35,3,10,14,34,5",0.524,1
"1,4,3,5,13,4,5,66,12,6,16,76",0.927,0,"1,4,5,5,13,4,5,66,12,6,16,76",0.927,0
"1,4,6,5,4,1,20,35,8,35,28,49",0.767,1,"1,4,6,5,4,1,20,35,8,35,21,49",0.814,1
"0,1,3,0,8,0,35,13,12,1,2,67",0.942,0,"0,1,3,0,8,5,35,13,12,1,2,67",0.946,0
"0,3,5,3,5,3,40,24,1,34,9,45",0.885,1,"0,3,5,3,5,3,40,66,1,34,9,45",0.872,1
"1,4,3,0,10,0,27,58,9,23,29,20",0.826,1,"1,4,3,0,10,0,27,58,9,23,29,66",0.939,1
"1,2,4,1,3,3,29,31,2,27,17,3",0.525,1,"1,2,4,5,3,3,29,31,2,27,17,3",0.425,1
"1,4,7,6,12,1,35,21,1,5,24,87",0.83,0,"1,4,7,6,12,1,35,21,1,5,22,87",0.855,0
"0,1,2,4,0,0,10,74,7,39,23,21",0.178,1,"0,1,2,4,0,0,10,56,7,39,23,21",0.139,1
"0,2,3,2,3,2,30,42,12,8,20,56",0.883,1,"0,2,3,2,3,2,18,42,12,8,20,56",0.866,1
